No1;No2;No3;No4;No5;No6;No7;No8;No9;No10;No11;No12;No13;No14;No15;No16;No17;No18;No19;No20
15;17;18;23;27;28;31;36;37;41;47;49;50;52;55;62;64;65;66;70
3;4;5;11;12;13;14;15;20;21;31;32;41;51;54;57;59;65;67;69
3;7;13;18;22;28;38;40;43;45;49;50;52;53;54;58;62;63;67;69
1;4;7;13;19;27;34;36;38;40;45;47;52;53;59;60;61;62;64;66
6;11;13;14;21;23;28;33;37;38;39;40;45;48;55;56;61;66;67;69
4;11;24;28;30;31;33;37;41;43;44;45;48;51;52;54;57;58;61;69
4;5;11;12;15;16;17;18;25;31;33;34;35;45;51;53;55;63;65;68
1;3;8;18;20;23;24;26;28;30;31;35;39;42;44;52;54;61;65;68
5;6;12;14;15;24;26;35;38;45;48;52;54;57;59;60;61;64;66;69
11;15;17;19;20;23;25;28;29;32;41;42;49;51;52;54;56;61;62;63
2;4;6;7;11;15;19;28;35;38;44;46;51;52;55;56;57;59;62;70
10;15;16;19;20;26;28;31;33;34;36;41;45;50;53;55;56;59;64;68
3;8;17;20;24;27;28;34;38;39;42;49;50;51;52;53;64;65;68;69
4;12;13;15;18;22;27;29;30;31;32;36;41;53;56;60;63;65;69;70
2;3;7;8;9;10;13;15;16;19;21;22;30;31;33;34;44;49;56;59
1;3;6;8;19;27;30;34;35;38;39;49;52;54;57;63;66;67;68;70
4;9;11;14;20;26;32;34;38;41;42;44;46;47;51;61;63;64;67;69
2;4;6;7;14;15;19;20;22;29;30;33;37;49;56;62;63;64;65;69
2;11;14;15;18;20;24;25;28;31;37;42;43;49;56;60;63;64;67;69
11;14;16;24;25;26;31;33;34;35;44;53;54;56;58;59;60;67;68;70
18;19;22;23;26;27;28;32;37;38;39;43;45;47;50;53;56;57;58;70
4;5;14;15;16;20;25;27;28;30;34;45;49;50;52;55;63;66;67;68
2;9;12;13;17;20;21;23;33;44;45;46;51;52;57;61;62;65;66;69
8;12;16;18;20;23;35;39;40;43;44;46;48;51;55;58;59;60;66;68
2;3;4;8;11;12;15;18;19;22;26;27;30;35;40;50;52;54;59;69
1;6;9;10;13;17;19;27;28;34;36;41;42;43;45;50;58;62;66;68
1;7;8;9;19;25;26;28;31;33;42;46;47;50;52;54;57;64;67;68
5;7;10;12;15;16;18;20;24;28;35;40;45;53;57;58;59;61;65;70
1;2;5;16;21;22;27;29;31;35;36;40;41;52;53;55;62;64;65;68
2;5;8;11;12;14;15;18;20;21;24;26;44;47;52;54;55;57;63;66
4;7;8;10;17;19;22;23;25;26;27;29;34;41;44;46;49;50;65;66
2;3;6;8;10;15;24;30;32;34;35;39;44;48;56;59;62;67;68;70
2;4;8;13;14;28;29;30;32;35;37;39;40;41;42;51;61;63;68;69
1;7;19;26;27;29;32;33;38;41;43;48;52;55;59;61;64;65;67;70
1;3;8;9;14;21;27;31;32;34;39;40;44;51;54;57;60;68;69;70
2;8;9;14;16;26;27;30;33;38;39;43;47;48;50;53;54;59;65;69
3;4;8;9;13;19;24;26;29;35;36;40;41;51;55;56;58;64;65;68
5;7;12;14;18;22;26;31;32;33;36;37;38;40;42;47;48;52;56;68
3;4;6;14;16;20;23;28;32;36;40;44;52;54;56;60;61;65;67;69
2;4;10;11;12;15;16;28;31;33;35;40;44;49;52;57;60;61;62;65
8;9;11;16;23;24;25;27;31;32;34;35;37;38;43;47;52;54;67;69
2;3;6;9;11;17;27;32;34;36;37;38;40;46;47;51;55;61;66;70
2;5;8;9;14;17;18;19;20;23;28;29;35;38;42;45;51;54;57;68
1;9;11;17;18;19;26;27;28;34;35;36;37;38;41;43;57;60;61;64
3;9;17;18;22;29;32;35;36;37;41;55;56;63;65;66;67;68;69;70
7;8;10;12;14;22;24;33;42;44;46;47;49;50;53;61;63;65;67;69
6;10;11;12;19;26;32;35;37;38;43;51;52;54;57;58;60;62;69;70
3;9;11;12;16;18;19;22;25;29;33;35;44;45;47;51;54;56;68;69
1;2;9;13;16;19;21;30;31;41;42;46;48;50;52;57;65;68;69;70
5;9;12;15;24;25;26;27;28;31;35;40;42;50;56;61;62;63;66;67
2;5;6;12;18;25;29;30;31;32;39;40;42;51;52;53;54;58;64;68
5;18;19;23;24;25;26;28;30;32;36;44;47;49;50;51;53;62;64;70
1;5;7;11;13;16;19;21;28;30;33;38;43;46;56;60;64;66;67;70
1;4;9;13;18;20;24;29;39;40;41;43;46;50;53;58;59;61;69;70
1;4;6;8;16;18;21;23;26;29;31;34;40;47;54;56;61;66;68;69
5;6;9;13;15;21;23;28;30;41;48;49;50;54;57;61;64;66;68;70
6;11;16;18;24;27;32;40;41;46;47;51;52;54;59;60;61;64;68;69
3;5;7;9;11;13;14;15;20;22;31;32;45;46;47;48;53;59;61;65
2;3;8;9;11;15;17;19;26;27;32;35;36;38;44;47;49;57;63;68
2;4;8;11;12;19;20;21;22;24;27;30;32;35;39;40;55;56;61;66
1;2;3;4;10;11;13;15;25;31;32;37;38;42;43;46;51;58;60;70
3;6;10;14;15;17;22;36;39;40;41;44;45;50;52;63;66;67;68;69
2;3;11;15;16;18;25;26;37;39;42;47;49;52;55;57;63;65;69;70
9;12;14;15;18;20;21;28;32;34;35;36;38;45;55;56;57;60;64;66
1;7;15;17;18;21;22;23;32;41;43;44;48;51;52;53;54;58;59;67
5;16;17;19;20;23;24;26;27;28;32;37;46;50;51;52;59;62;67;69
5;6;9;21;25;32;34;37;39;40;41;44;50;52;56;57;58;64;67;70
4;12;21;23;24;26;28;34;35;36;37;43;44;48;49;50;60;62;63;69
3;13;15;20;22;23;30;32;36;40;43;49;52;53;55;60;61;66;68;70
2;5;10;16;20;21;28;29;33;39;43;44;49;51;52;53;57;59;61;65
3;12;15;18;22;24;26;28;29;33;40;41;42;43;49;61;65;66;68;69
3;5;8;17;19;23;25;26;27;36;38;39;41;44;45;53;59;64;67;68
5;7;10;11;18;19;20;24;28;37;38;46;47;56;59;60;61;63;64;66
1;2;9;19;20;24;25;27;28;29;33;36;41;42;46;52;55;62;67;70
3;6;7;10;13;16;19;21;24;31;34;42;45;49;58;62;63;65;68;70
1;5;6;8;9;11;12;20;26;30;32;38;41;46;48;56;64;66;68;70
2;11;17;18;21;26;28;31;33;36;37;41;42;44;46;51;53;61;63;69
1;3;7;12;15;19;23;29;31;32;40;43;44;46;48;53;55;59;62;64
2;4;5;6;7;11;15;16;17;26;29;34;36;41;49;55;60;61;66;69
7;10;20;22;23;28;29;32;34;35;36;37;40;47;49;54;56;58;60;67
2;5;8;10;11;12;13;15;28;31;34;38;40;45;49;51;54;56;58;63
1;13;19;20;22;24;28;29;32;47;50;53;54;58;60;61;64;66;68;69
3;5;6;9;11;12;14;28;29;32;34;39;41;52;54;56;60;63;67;69
1;4;5;9;10;14;21;22;23;24;29;32;39;45;48;56;58;61;63;67
22;23;24;25;26;28;29;36;37;39;40;42;44;45;48;50;53;55;62;66
4;11;14;15;17;18;21;24;26;38;47;48;53;55;60;63;64;66;68;69
6;7;10;16;18;19;20;28;32;40;46;47;50;51;52;54;57;61;64;70
8;16;20;21;25;26;28;33;34;35;40;42;45;50;51;53;56;63;65;67
6;8;10;16;18;19;20;22;27;30;33;34;36;48;50;51;60;61;62;65
1;2;5;7;10;11;15;19;26;27;28;31;34;38;43;46;51;57;59;67
7;8;11;13;15;17;18;20;21;42;50;52;55;57;58;59;62;63;65;67
2;5;8;10;11;13;21;26;27;28;30;32;34;36;38;49;50;52;53;60
2;6;12;14;17;19;25;26;28;29;33;45;52;60;63;64;65;66;68;70
3;4;13;16;17;18;19;20;21;25;29;30;34;39;40;42;46;50;58;68
3;7;17;28;29;34;38;43;44;45;46;52;55;56;57;58;59;66;67;70
3;4;8;10;14;19;22;26;30;33;36;39;48;51;53;58;60;64;65;69
6;15;21;23;24;28;33;35;39;42;43;46;48;50;53;54;55;57;59;65
2;9;12;16;24;25;28;31;34;38;44;45;46;57;59;61;63;66;67;69
4;7;12;13;17;22;23;25;27;32;34;40;41;52;54;58;60;62;63;67
2;3;4;7;11;12;17;20;23;24;25;30;36;48;51;54;60;67;68;70
3;6;7;10;11;13;19;21;26;31;39;40;46;53;56;60;61;66;67;68
5;6;7;8;11;20;21;22;35;36;39;40;45;46;48;50;51;62;66;68
1;9;11;18;19;20;21;26;27;31;35;38;39;44;50;52;58;62;63;70
2;11;14;20;22;27;30;31;36;45;50;51;54;57;59;61;64;66;68;69
1;4;5;6;7;8;10;12;18;19;20;22;30;36;39;44;52;55;62;63
1;6;8;15;19;20;21;31;33;41;46;48;50;55;56;60;63;67;69;70
1;2;12;13;21;22;27;31;36;38;39;40;46;52;56;60;61;63;65;69
3;8;10;13;17;18;21;23;26;27;32;40;41;45;47;57;58;60;62;63
1;3;5;6;7;10;22;23;25;27;29;31;32;36;43;44;46;53;56;66
5;9;13;18;25;26;28;32;36;38;40;41;43;45;49;54;56;59;60;69
1;3;8;9;12;18;19;24;30;31;33;36;46;47;53;61;64;65;69;70
1;4;6;7;8;16;21;26;31;45;49;51;52;54;57;58;64;66;67;69
4;5;6;7;13;14;17;23;25;31;33;36;39;42;46;53;54;55;56;65
5;12;14;17;18;21;24;25;31;32;34;40;45;47;51;59;65;66;67;69
6;8;11;13;14;16;21;23;24;27;28;31;35;37;46;50;56;60;64;65
9;11;15;18;19;23;24;26;33;34;36;43;44;48;50;58;62;64;66;68
2;3;4;7;12;13;14;22;23;25;31;39;40;47;52;56;59;61;62;70
1;6;7;8;10;11;19;20;22;27;31;32;36;37;40;48;53;54;60;61
6;8;11;14;20;21;25;27;29;30;37;38;44;47;48;49;54;62;64;65
1;6;8;12;15;19;20;22;24;38;41;47;49;50;56;57;59;60;65;67
1;4;8;11;21;28;35;36;38;41;43;45;46;47;48;49;55;57;64;67
4;5;16;18;25;27;34;35;37;40;41;51;52;54;55;57;58;61;69;70
1;2;5;6;7;8;18;19;20;21;24;27;33;34;46;48;59;60;62;67
1;5;8;9;14;21;23;25;29;33;35;36;40;48;49;51;55;66;68;70
4;9;11;15;20;22;27;31;33;36;41;44;45;48;52;54;56;60;63;67
1;2;6;7;11;18;19;22;24;25;31;37;45;49;53;54;55;60;61;62
1;9;11;14;18;20;23;29;34;35;37;46;48;59;60;61;62;67;68;69
1;6;8;12;17;20;21;25;29;31;34;42;43;48;49;51;52;56;66;70
7;9;14;15;19;25;26;28;33;37;39;41;42;45;46;51;53;58;66;69
4;15;24;25;30;32;37;39;46;47;50;52;54;58;61;64;65;67;68;70
3;4;9;14;15;21;25;28;32;35;37;41;48;49;54;56;57;59;66;70
3;9;10;13;15;19;20;21;33;37;42;46;52;53;54;59;61;63;67;69
9;15;22;23;24;25;35;41;42;43;46;53;56;57;63;65;66;67;69;70
1;5;8;10;11;16;19;20;21;22;23;26;27;32;35;41;55;59;68;69
1;6;14;15;18;19;20;23;29;34;42;47;49;54;56;59;61;63;64;65
1;2;4;5;7;12;17;23;29;37;42;44;46;50;51;54;55;58;62;70
4;6;17;21;26;27;32;37;42;43;46;52;54;55;59;62;63;65;66;69
1;2;6;8;10;12;13;16;17;19;24;26;28;29;34;45;52;57;64;70
10;11;12;13;24;25;26;31;34;37;38;43;44;50;58;59;60;63;67;70
8;11;18;19;21;23;31;32;33;36;46;50;51;52;53;58;61;65;69;70
10;15;17;18;23;25;28;29;37;39;41;42;43;45;48;57;59;61;63;69
6;14;16;19;23;24;27;33;37;39;43;45;50;54;56;59;61;67;68;70
2;3;4;9;12;15;16;17;25;40;45;50;52;54;57;58;59;60;61;68
1;3;7;13;17;19;20;26;27;31;34;45;46;49;54;60;61;62;67;70
4;6;8;9;11;17;19;21;27;31;32;33;43;51;56;60;63;64;66;70
2;5;11;16;17;19;20;24;25;27;28;30;32;33;42;44;46;48;65;66
3;4;5;8;13;17;19;22;24;26;30;32;37;41;48;51;56;60;62;63
1;8;10;13;17;24;26;32;33;37;42;45;48;53;57;58;64;65;68;70
5;9;15;18;24;25;26;29;31;33;35;36;41;45;46;47;51;52;65;67
4;5;7;8;10;13;29;31;33;39;40;41;46;50;51;59;61;66;67;69
5;6;9;24;31;34;35;36;39;42;45;46;47;50;56;57;59;60;67;68
5;6;9;13;14;17;19;23;26;31;40;41;45;51;54;57;60;61;65;66
8;9;11;12;21;22;28;29;32;34;38;40;41;44;45;49;55;56;62;67
2;3;4;5;7;9;11;14;16;29;34;42;43;48;49;53;55;56;68;69
1;2;3;6;12;20;22;23;27;28;30;31;34;36;44;48;61;63;65;69
2;4;6;10;16;18;19;22;25;28;30;34;37;39;40;43;51;56;61;68
7;8;12;14;18;20;21;22;23;25;27;39;42;46;51;52;54;57;66;70
4;6;7;11;14;16;20;22;29;33;43;47;51;55;57;64;65;66;67;70
2;4;5;6;12;21;26;34;35;38;39;40;41;44;46;51;52;60;68;70
4;11;19;21;22;23;25;29;30;33;38;46;50;53;57;62;64;66;67;69
2;11;14;15;16;20;22;23;24;25;31;32;47;51;52;56;59;64;65;69
2;4;8;9;12;13;15;17;20;28;32;35;36;42;43;44;58;60;66;67
1;3;4;6;7;8;12;18;22;28;35;39;40;44;45;46;47;54;58;59
7;10;13;16;24;25;27;29;32;34;37;52;53;55;56;57;58;63;66;68
3;4;10;23;25;26;28;31;32;33;37;40;42;46;48;52;53;57;62;70
2;7;11;15;20;23;24;29;32;36;38;40;42;52;55;56;58;60;61;62
9;13;14;18;20;23;24;25;27;30;31;32;37;39;44;51;56;57;69;70
8;17;20;26;38;39;41;42;46;49;51;52;53;55;60;61;63;64;65;66
4;6;8;9;12;18;23;24;25;26;30;33;34;36;42;49;51;54;57;64
3;4;13;15;21;22;26;27;30;34;36;38;40;42;47;55;61;64;69;70
3;4;7;14;15;20;24;25;27;28;29;30;35;37;38;43;46;55;56;62
6;8;10;18;21;24;26;33;37;39;43;45;46;47;49;54;59;67;69;70
3;4;6;8;9;12;14;15;19;24;27;28;31;36;39;41;42;51;67;69
7;9;12;19;23;24;25;27;29;32;33;40;42;47;50;59;60;62;65;68
2;3;5;8;9;11;21;29;34;35;42;45;50;52;53;55;59;61;62;67
1;2;6;7;8;11;20;22;29;36;37;43;49;51;55;56;62;63;64;66
3;4;7;8;10;14;22;24;30;32;34;36;37;38;40;42;56;59;60;65
8;10;16;22;23;26;32;34;36;38;41;44;51;54;55;56;60;61;63;70
1;12;14;16;17;19;20;21;22;23;26;28;29;32;44;46;47;64;66;69
5;7;9;19;20;28;33;34;35;36;40;44;46;47;48;52;56;59;63;69
1;2;4;5;8;9;11;15;17;19;24;28;29;30;40;42;58;62;65;67
5;10;14;16;17;19;20;21;31;35;39;49;52;55;58;60;61;65;66;70
2;6;12;20;24;25;28;31;32;43;45;47;48;51;52;54;57;58;62;65
4;10;15;23;24;29;33;34;37;43;45;47;51;53;55;56;59;61;65;69
6;13;15;17;18;19;20;35;40;43;44;46;47;48;53;61;62;64;66;68
2;5;7;8;14;17;22;23;26;27;29;31;38;42;43;56;61;62;65;69
3;8;12;21;25;26;29;39;45;47;49;53;54;60;61;62;65;68;69;70
8;11;13;15;18;23;25;26;27;34;35;38;43;46;50;58;60;62;67;69
3;4;6;9;10;15;21;23;25;31;33;37;40;43;46;47;48;58;62;67
1;2;4;6;7;17;20;23;28;30;32;35;40;43;49;63;64;66;67;69
5;12;13;14;21;27;29;32;36;42;45;50;53;54;55;56;62;64;67;68
1;2;8;10;12;18;22;30;31;36;41;45;48;55;57;61;62;63;66;70
1;4;9;19;20;23;24;26;28;37;39;45;46;48;49;50;53;60;64;69
6;7;8;11;16;20;21;24;27;29;35;37;38;39;51;53;57;60;62;70
6;12;13;16;23;26;28;30;31;38;39;40;41;50;51;55;56;61;65;67
3;5;13;15;19;22;23;25;27;28;30;31;34;43;47;50;55;60;67;68
1;7;12;16;19;27;31;32;35;36;37;40;43;46;48;49;57;60;64;67
1;4;5;9;17;19;20;25;30;31;33;35;42;45;50;59;60;63;65;68
8;10;11;13;15;17;19;22;23;27;29;31;36;40;43;48;49;50;56;59
1;2;4;5;9;10;20;27;28;30;34;35;40;42;44;46;49;50;51;65
1;3;6;8;9;10;15;25;29;30;33;40;42;46;47;48;49;54;63;69
1;13;15;17;18;21;23;28;33;36;37;44;45;47;51;54;55;56;63;65
1;3;6;9;11;18;19;21;27;32;34;45;48;49;56;57;59;63;66;67
4;10;17;24;25;27;28;30;33;34;37;43;46;48;51;53;55;61;63;64
9;11;12;16;17;20;29;34;36;39;41;45;48;53;54;55;59;66;67;68
3;6;7;14;16;23;27;28;31;37;38;42;45;57;60;62;63;67;69;70
2;4;8;11;13;14;25;26;30;37;44;46;52;53;54;55;56;59;67;68
2;5;10;12;15;17;22;23;33;35;39;41;45;47;49;50;53;54;57;60
4;7;9;14;18;21;22;23;26;33;42;44;46;55;57;59;61;64;67;70
2;6;9;12;17;20;26;29;30;39;41;42;46;50;53;57;59;62;65;70
1;7;9;11;17;20;25;27;33;39;43;47;49;50;51;57;58;63;64;68
1;2;11;12;18;19;20;25;26;30;43;45;46;47;56;58;63;66;67;69
2;4;9;10;24;26;32;33;34;38;42;48;49;53;54;55;60;61;63;67
4;8;10;13;16;26;30;35;41;45;46;47;48;49;58;59;60;64;65;68
2;9;10;14;15;17;21;27;31;34;38;46;52;54;58;62;65;68;69;70
3;4;7;8;10;14;18;19;25;27;32;35;41;47;48;52;53;54;56;63
4;7;10;14;17;20;23;25;33;34;42;44;45;46;49;51;54;63;69;70
1;7;8;9;11;13;15;16;24;27;31;34;42;49;51;57;58;61;65;70
1;5;8;11;12;13;14;16;20;22;24;26;30;36;38;50;54;57;60;64
7;17;19;23;25;26;27;31;32;34;35;43;48;49;52;54;55;58;63;66
5;6;7;8;9;10;11;13;14;18;35;39;43;47;53;55;56;65;67;69
1;7;10;12;13;14;18;19;31;34;37;39;42;48;53;54;56;61;63;66
2;5;6;13;18;23;24;25;30;32;36;37;38;42;45;50;59;65;67;70
1;6;7;8;9;17;19;22;23;24;27;33;40;43;46;48;51;53;59;65
1;2;3;5;10;11;14;18;20;25;26;28;29;30;32;48;51;65;66;70
8;9;14;15;19;21;22;24;29;38;41;44;47;50;54;57;60;62;65;67
6;9;10;11;16;17;18;24;29;38;42;44;46;47;48;55;56;61;65;66
1;2;5;9;16;24;25;31;35;42;43;46;47;50;52;54;56;57;64;66
4;5;10;11;14;17;18;20;22;27;31;35;40;41;43;49;50;51;55;59
7;10;12;13;15;19;21;22;24;25;26;30;33;36;37;41;49;65;68;69
1;2;6;8;9;14;16;17;18;21;22;24;29;35;39;50;52;53;69;70
3;5;8;11;15;17;23;28;31;36;46;47;48;50;53;57;58;61;62;68
1;2;5;6;8;10;11;16;17;27;28;31;33;39;43;45;48;60;61;70
5;7;13;17;19;20;22;24;31;32;34;36;38;43;52;54;55;60;61;63
5;8;14;17;18;23;32;33;37;38;39;40;41;51;52;59;61;64;65;67
2;4;6;9;15;21;23;25;27;36;40;42;46;54;59;65;66;67;68;69
2;3;5;6;10;12;16;28;29;39;43;47;50;51;52;54;61;64;66;67
3;6;8;10;11;15;17;26;27;37;39;44;49;51;53;61;63;67;68;70
5;7;11;18;19;23;25;30;31;38;42;43;46;48;55;59;61;64;65;66
3;5;6;8;9;11;14;18;20;22;23;31;36;49;54;58;61;63;66;70
2;5;8;11;12;13;15;26;33;34;37;40;41;45;49;50;55;56;63;67
1;4;7;8;9;10;17;21;23;27;32;33;36;43;45;46;49;50;52;58
5;9;12;14;17;18;19;30;35;40;42;44;45;47;50;57;63;66;67;69
6;10;18;19;26;28;29;35;37;40;42;46;47;50;54;58;62;63;66;70
1;7;8;10;11;18;21;24;25;27;34;38;39;40;47;54;55;61;66;68
7;8;9;11;15;19;20;22;23;24;25;26;30;31;44;47;53;56;67;69
1;8;9;11;14;21;29;30;31;32;36;40;42;45;47;48;52;57;58;63
2;6;14;16;17;20;22;34;35;36;38;39;41;43;45;46;48;50;62;67
2;6;20;28;30;32;33;35;38;40;43;45;48;54;55;59;60;62;63;68
7;8;10;13;14;27;28;32;34;35;42;43;50;54;58;61;62;64;65;66
11;12;15;16;20;21;23;24;25;29;31;37;41;45;52;54;59;61;63;65
5;6;8;19;20;24;25;30;32;34;35;38;39;40;41;44;49;59;67;68
1;2;3;6;11;21;23;27;35;36;40;43;47;48;50;56;64;67;68;70
1;5;7;9;12;13;20;24;26;28;33;40;48;52;54;62;63;66;69;70
2;7;16;19;20;21;22;24;34;39;40;41;42;47;56;59;62;64;68;70
4;5;7;9;12;18;22;26;28;29;31;34;36;41;43;45;46;47;53;54
6;9;12;13;16;18;21;27;30;32;35;36;37;39;40;46;50;54;61;67
3;4;5;10;13;22;24;25;27;34;42;44;49;54;55;59;61;62;63;66
6;9;10;11;17;19;29;31;33;35;36;44;46;49;55;57;58;66;68;69
4;7;18;23;27;30;35;37;38;41;42;45;50;51;57;58;62;63;66;67
3;6;10;15;18;23;26;33;38;42;46;49;51;52;56;57;61;66;68;70
3;7;8;19;21;36;37;38;41;43;46;49;51;53;56;60;64;65;68;70
3;18;19;21;25;27;33;34;35;36;38;40;41;47;48;56;57;58;62;65
1;2;4;9;12;18;21;26;31;32;34;36;38;40;43;47;57;60;63;69
2;3;8;9;11;13;15;20;27;32;33;37;47;48;52;54;57;62;68;69
3;11;13;18;19;21;22;23;24;26;27;35;38;43;44;46;48;49;67;68
1;12;13;14;18;19;20;25;31;37;42;43;44;48;52;55;59;60;62;63
2;7;11;18;20;26;27;34;35;38;39;49;50;53;54;59;61;64;65;68
6;10;12;17;18;20;21;26;30;32;33;35;45;50;53;56;62;63;64;69
6;7;10;19;20;25;27;35;36;40;47;55;56;57;59;60;61;62;66;67
5;6;7;12;17;19;25;27;28;30;31;38;39;40;41;47;48;58;66;67
1;2;5;6;19;32;34;38;40;41;42;43;45;46;48;52;57;62;65;67
2;4;5;8;13;21;24;28;29;31;41;45;49;51;54;56;60;61;62;65
4;7;18;23;24;28;31;38;43;46;48;51;54;55;56;57;61;64;69;70
5;7;10;11;13;18;21;26;36;43;54;59;60;61;63;64;65;67;68;69
1;3;4;7;9;10;17;19;22;25;27;38;42;48;52;56;57;62;64;68
5;7;12;14;15;24;30;33;37;38;40;42;49;50;52;57;58;61;66;67
2;5;8;10;12;17;21;22;33;36;39;40;41;42;48;49;52;56;67;68
8;9;15;17;22;25;27;32;35;36;38;42;47;54;59;62;65;67;68;70
1;3;4;8;9;14;17;18;19;21;22;23;38;39;46;47;59;60;63;69
1;2;13;14;18;20;25;31;38;39;40;55;56;58;61;64;65;67;68;69
2;7;10;13;14;17;30;31;37;39;41;46;50;51;55;57;58;60;63;70
2;3;6;8;9;10;14;16;19;21;25;34;35;42;44;46;51;58;59;66
2;4;6;7;13;18;19;20;23;27;29;34;38;41;46;49;50;55;63;67
2;3;4;6;9;10;13;16;26;34;35;38;45;47;48;49;58;63;64;68
2;14;19;20;22;24;26;31;36;38;41;49;54;57;59;60;61;64;65;68
5;7;11;12;14;15;17;22;29;33;39;45;47;48;50;56;61;64;68;70
1;2;5;6;8;11;15;25;27;29;32;34;43;45;52;53;55;58;63;67
6;8;9;12;13;16;19;26;27;41;43;45;47;53;55;58;62;63;64;66
15;18;21;22;24;26;30;34;38;39;41;43;45;47;48;49;51;62;65;66
1;2;6;10;12;18;19;23;35;36;38;44;47;49;50;59;63;64;65;70
5;6;7;10;14;15;24;26;27;29;36;41;47;51;53;54;56;61;64;69
4;12;13;15;16;17;18;22;28;31;33;42;50;53;59;61;66;68;69;70
6;7;9;13;24;27;28;32;33;37;39;41;48;49;54;56;57;58;60;66
3;4;5;6;7;8;13;14;20;22;26;31;32;33;34;41;50;57;61;65
2;5;6;12;13;20;27;29;31;32;35;41;42;48;51;52;60;61;62;70
2;7;8;16;17;20;22;26;27;31;33;34;38;43;49;51;57;64;67;68
3;11;12;19;22;23;36;37;38;40;41;42;44;45;49;54;58;62;66;69
7;12;19;20;25;26;30;33;38;40;47;52;56;58;61;62;63;64;65;69
1;5;7;8;18;22;25;26;34;35;38;42;48;51;54;58;61;66;69;70
1;5;10;16;17;21;22;27;28;32;33;35;36;38;43;44;49;51;52;63
3;7;10;11;13;15;20;23;24;25;34;36;42;43;44;47;54;55;67;68
2;5;20;25;27;30;31;34;40;41;42;43;44;51;54;55;57;64;67;68
7;8;9;10;14;18;23;24;25;26;43;44;48;51;52;53;54;60;67;68
12;13;20;21;25;26;32;34;35;37;39;42;43;48;49;51;52;55;59;69
2;8;11;14;18;21;23;26;33;38;39;41;42;47;50;53;64;66;67;69
1;5;12;19;20;21;22;29;31;41;43;49;50;51;54;60;62;65;69;70
3;6;7;10;18;23;24;25;37;42;48;49;50;51;54;58;60;65;66;68
2;4;6;12;15;16;19;29;33;34;39;44;45;49;50;57;64;66;68;69
3;5;7;9;14;16;25;30;32;36;37;38;40;44;52;58;60;62;68;69
6;7;8;9;25;26;30;32;35;42;44;47;49;54;58;59;62;65;66;70
6;8;13;18;22;24;28;31;33;39;46;47;49;54;55;56;61;62;63;66
2;3;8;9;22;24;28;30;32;37;47;48;51;53;54;58;61;63;67;69
3;8;21;25;29;30;31;32;41;42;44;48;51;52;53;55;61;64;65;67
2;4;11;14;18;19;20;22;23;24;32;35;36;37;39;40;59;60;61;67
2;6;8;10;11;13;14;15;24;26;30;40;48;51;52;54;55;59;60;65
7;10;11;14;15;17;18;21;23;24;27;35;36;43;46;47;51;53;55;62
8;16;17;19;24;25;27;32;33;36;41;43;48;51;52;54;56;60;64;65
3;4;5;9;11;14;17;18;29;30;36;37;39;49;52;57;60;61;62;70
1;5;10;11;12;13;15;21;26;31;32;34;37;43;46;57;58;62;63;69
13;15;16;18;21;22;23;30;33;35;36;41;51;52;56;59;66;68;69;70
6;7;8;9;14;16;17;27;28;29;30;32;35;39;43;45;52;59;66;70
4;13;14;16;17;18;19;23;31;36;37;40;42;43;48;49;58;61;67;70
5;8;14;16;20;22;29;30;31;34;37;42;43;52;54;55;57;60;64;69
4;6;17;20;22;23;29;38;40;42;46;47;50;54;55;58;59;61;64;67
3;4;5;14;17;18;20;21;31;35;37;39;40;44;49;52;58;64;66;67
6;8;10;12;17;18;25;26;27;36;37;38;40;46;47;53;56;59;60;63
2;9;11;12;14;19;26;31;35;38;47;49;53;57;59;60;65;67;69;70
2;4;11;13;17;18;23;25;26;29;30;33;35;45;49;56;59;62;65;68
8;9;12;15;19;21;27;32;35;39;41;43;46;47;55;59;64;66;67;68
4;5;11;13;21;24;26;32;35;36;37;41;43;49;52;54;62;64;66;70
9;11;13;14;19;21;23;24;28;31;40;46;49;51;52;57;58;61;64;65
3;4;6;12;16;19;20;22;24;26;34;36;37;41;44;51;52;53;55;57
2;5;8;12;14;18;26;27;30;31;33;34;36;48;52;54;59;65;66;68
1;10;17;19;21;27;29;30;32;33;37;39;42;43;46;59;60;61;68;70
6;7;8;12;14;15;16;19;25;28;32;36;39;41;43;47;52;61;64;68
6;7;9;16;17;22;23;28;31;37;40;43;44;46;51;52;55;62;63;66
8;11;16;20;25;34;38;43;48;49;54;55;59;62;63;65;66;67;68;69
2;4;6;7;9;11;12;16;22;27;39;50;51;56;60;61;63;65;66;69
1;2;8;12;13;16;17;18;24;28;29;32;51;52;55;56;57;61;66;69
1;2;3;6;11;15;17;20;22;23;29;30;32;34;39;41;53;55;64;67
3;9;10;13;16;17;18;22;29;35;39;43;45;46;52;54;56;59;61;66
3;10;11;14;16;17;19;21;23;27;28;35;36;37;38;49;56;57;58;62
1;2;8;18;23;26;28;30;31;36;38;43;47;51;63;65;66;67;68;69
7;8;10;12;13;18;19;27;33;44;45;48;50;51;55;56;62;64;69;70
3;5;7;10;11;15;17;19;36;38;50;51;53;54;55;57;61;64;68;69
3;5;7;12;14;23;25;34;35;36;38;43;47;54;57;60;62;64;66;70
1;8;9;10;12;16;18;28;30;32;38;39;42;46;52;54;56;60;68;70
